Report Date,PFI,Facility Name,Hospital County,Hospital Region,NY Forward Region,Hospital Network,Total Employees,Partially Vaccinated,Fully Vaccinated,Staff Booster,Total Staff Furloughed,Direct Care Staff Furloughed,Direct Care Employees
02/28/2023,000551,St. Joseph Hospital,Nassau,Metropolitan Area Regional Office,Long Island,Catholic Health Services of Long Island,811,2,804,645,0,0,480
02/28/2023,000218,Sisters of Charity Hospital,Erie,Western Regional Office,Western New York,"Catholic Health, Buffalo",2023,4,2002,1037,13,12,1635
02/28/2023,000303,The University of Vermont Health Network - Elizabethtown Community Hospital,Essex,Capital District Regional Office,North Country,The University of Vermont Health Network,271,0,270,257,0,0,208
02/28/2023,000111,Westfield Memorial Hospital Inc,Chautauqua,Western Regional Office,Western New York,Allegheny Health Network,88,0,88,61,0,0,88
02/28/2023,000128,Chenango Memorial Hospital Inc,Chenango,Central New York Regional Office,Southern Tier,"United Health Services Hospitals, Inc.",435,1,433,134,0,0,259
02/28/2023,000158,Guthrie Cortland Medical Center,Cortland,Central New York Regional Office,Central New York,The Guthrie Clinic,633,3,625,518,2,2,430
02/28/2023,000180,Mid-Hudson Valley Division of Westchester Medical Center,Dutchess,Metropolitan Area Regional Office,Mid-Hudson,Westchester Medical Center Health Network,1399,0,1392,1081,5,2,979
02/28/2023,000896,St. Charles Hospital,Suffolk,Metropolitan Area Regional Office,Long Island,Catholic Health Services of Long Island,2690,0,2634,1811,4,2,2150
02/28/2023,000925,Good Samaritan Hospital Medical Center,Suffolk,Metropolitan Area Regional Office,Long Island,Catholic Health Services of Long Island,3851,1,3805,2204,5,10,2589
02/28/2023,000043,Our Lady of Lourdes Memorial Hospital Inc,Broome,Central New York Regional Office,Southern Tier,Ascension Health,3249,9,3226,2140,23,18,2578
02/28/2023,000058,United Health Services Hospitals Inc. - Wilson Medical Center,Broome,Central New York Regional Office,Southern Tier,"United Health Services Hospitals, Inc.",3744,13,3728,2358,28,18,2084
02/28/2023,009700,Lenox Health Greenwich Village,New York,Metropolitan Area Regional Office,New York City,Northwell Health,194,0,192,146,1,0,98
02/28/2023,000858,Schuyler Hospital,Schuyler,Western Regional Office,Southern Tier,Cayuga Health System,299,1,293,213,1,0,153
02/28/2023,001639,Mount Sinai Hospital - Mount Sinai Hospital of Queens,Queens,Metropolitan Area Regional Office,New York City,Mount Sinai Health System,1526,0,1525,1065,0,0,1169
02/28/2023,001737,Staten Island University Hosp-South,Richmond,Metropolitan Area Regional Office,New York City,Northwell Health,967,1,963,566,0,0,644
02/28/2023,001124,SJRH - Dobbs Ferry Pavillion,Westchester,Metropolitan Area Regional Office,Mid-Hudson,"Riverside Health Care System, Inc.",161,0,158,137,2,0,58
02/28/2023,000817,Clifton-Fine Hospital,St. Lawrence,Central New York Regional Office,North Country,Independent,96,0,95,82,0,0,60
02/28/2023,000866,Corning Hospital,Steuben,Western Regional Office,Southern Tier,The Guthrie Clinic,719,0,716,538,1,0,451
02/28/2023,001309,Interfaith Medical Center,Kings,Metropolitan Area Regional Office,New York City,One Brooklyn Health System,1851,9,1838,995,3,0,1224
02/28/2023,000739,A.O. Fox Memorial Hospital,Otsego,Capital District Regional Office,Mohawk Valley,Bassett Healthcare Network,564,0,564,429,0,0,387
02/28/2023,000581,Degraff Memorial Hospital,Niagara,Western Regional Office,Western New York,Kaleida Health,124,0,123,80,4,0,56
02/28/2023,000583,Mount St Marys Hospital and Health Center,Niagara,Western Regional Office,Western New York,"Catholic Health, Buffalo",871,1,861,497,0,0,600
02/28/2023,000630,St. Joseph's Hospital Health Center,Onondaga,Central New York Regional Office,Central New York,Trinity,3903,1,3891,2295,0,35,2860
02/28/2023,000413,Strong Memorial Hospital,Monroe,Western Regional Office,Finger Lakes,University of Rochester Medical Center,20349,6,20251,15889,127,103,15683
02/28/2023,000471,The Unity Hospital of Rochester,Monroe,Western Regional Office,Finger Lakes,Rochester Regional Health System,4450,0,4442,3220,0,0,3297
02/28/2023,000563,St Francis Hospital,Nassau,Metropolitan Area Regional Office,Long Island,Catholic Health Services of Long Island,3368,0,3350,2467,4,4,2998
02/28/2023,000170,Margaretville Hospital,Delaware,Capital District Regional Office,Southern Tier,Westchester Medical Center Health Network,103,0,103,40,0,0,67
02/28/2023,000192,Northern Dutchess Hospital,Dutchess,Metropolitan Area Regional Office,Mid-Hudson,Nuvance Health,1126,18,1101,732,0,0,737
02/28/2023,000208,John R. Oishei Children's Hospital,Erie,Western Regional Office,Western New York,Kaleida Health,1989,2,1975,1197,13,13,1138
02/28/2023,000210,Erie County Medical Center,Erie,Western Regional Office,Western New York,Independent,3488,2,3484,2450,17,12,2337
02/28/2023,000924,Southside Hospital,Suffolk,Metropolitan Area Regional Office,Long Island,Northwell Health,2615,3,2602,1726,5,2,1730
02/28/2023,000042,United Health Services Hospitals Inc. - Binghamton General Hospital,Broome,Central New York Regional Office,Southern Tier,"United Health Services Hospitals, Inc.",1871,6,1864,1178,14,9,1041
02/28/2023,000103,UPMC Chautauqua at WCA,Chautauqua,Western Regional Office,Western New York,UPMC,867,11,837,581,15,12,612
02/28/2023,000116,Arnot Ogden Medical Center,Chemung,Western Regional Office,Southern Tier,Arnot Health,2295,12,2280,1545,14,8,1712
02/28/2023,000362,Little Falls Hospital,Herkimer,Central New York Regional Office,Mohawk Valley,Bassett Healthcare Network,223,0,223,184,0,0,204
02/28/2023,000367,Samaritan Medical Center,Jefferson,Central New York Regional Office,North Country,Independent,2134,3,2040,1232,28,14,1502
02/28/2023,000165,O'Connor Hospital,Delaware,Capital District Regional Office,Southern Tier,Bassett Healthcare Network,141,1,140,106,0,0,100
02/28/2023,000085,Auburn Community Hospital,Cayuga,Central New York Regional Office,Central New York,Independent,1342,0,1331,1033,3,1,732
02/28/2023,000870,St. James Hospital,Steuben,Western Regional Office,Southern Tier,University of Rochester Medical Center,356,7,349,114,0,0,356
02/28/2023,001629,Jamaica Hospital Medical Center,Queens,Metropolitan Area Regional Office,New York City,MediSys Health Network,3872,2,3869,2846,8,5,1930
02/28/2023,001635,St Johns Episcopal Hospital So Shore,Queens,Metropolitan Area Regional Office,New York City,Independent,1742,0,1739,1284,4,2,833
02/28/2023,001740,Staten Island University Hosp-North,Richmond,Metropolitan Area Regional Office,New York City,Northwell Health,4704,8,4673,3017,4,1,2845
02/28/2023,009753,NYU Langone Health-Cobble Hill,Kings,Metropolitan Area Regional Office,New York City,NYU Langone Health,125,0,125,101,0,0,125
02/28/2023,001447,Hospital for Special Surgery,New York,Metropolitan Area Regional Office,New York City,Independent,5226,0,5203,4599,12,9,4129
02/28/2023,001456,Mount Sinai Hospital,New York,Metropolitan Area Regional Office,New York City,Mount Sinai Health System,29366,12,29301,23123,4,3,18746
02/28/2023,001466,Mount Sinai West,New York,Metropolitan Area Regional Office,New York City,Mount Sinai Health System,3514,0,3512,2490,2,2,2485
02/28/2023,001169,Montefiore Medical Center - Henry and Lucy Moses Div,Bronx,Metropolitan Area Regional Office,New York City,Montefiore Healthcare System,9948,5,9926,7972,14,12,5914
02/28/2023,001186,North Central Bronx Hospital,Bronx,Metropolitan Area Regional Office,New York City,NYC H+H,1671,14,1584,373,2,1,1265
02/28/2023,001301,Kings County Hospital Center,Kings,Metropolitan Area Regional Office,New York City,NYC H+H,6788,95,6535,1520,3,2,5370
02/28/2023,000098,"Brooks-TLC Hospital System, Inc.",Chautauqua,Western Regional Office,Western New York,Independent,542,0,537,445,2,2,375
02/28/2023,000804,"Massena Hospital, Inc.",St. Lawrence,Central New York Regional Office,North Country,St. Lawrence Health System,337,0,336,335,0,0,217
02/28/2023,000812,Gouverneur Hospital,St. Lawrence,Central New York Regional Office,North Country,St. Lawrence Health System,180,0,180,134,0,0,128
02/28/2023,000895,John T Mather Memorial Hospital of Port Jefferson New York Inc,Suffolk,Metropolitan Area Regional Office,Long Island,Northwell Health,2096,7,2086,1572,0,0,1192
02/28/2023,001723,Mercy Hospital - Mercy Hospital Orchard Park Division,Erie,Western Regional Office,Western New York,"Catholic Health, Buffalo",122,0,120,58,0,0,95
02/28/2023,000990,HealthAlliance Hospital Broadway Campus,Ulster,Metropolitan Area Regional Office,Mid-Hudson,Westchester Medical Center Health Network,0,0,0,0,0,0,0
02/28/2023,001469,Mount Sinai Morningside,New York,Metropolitan Area Regional Office,New York City,Mount Sinai Health System,3138,0,3137,2260,1,0,2137
02/28/2023,001626,Elmhurst Hospital Center,Queens,Metropolitan Area Regional Office,New York City,NYC H+H,6325,102,6013,1547,3,2,4895
02/28/2023,001286,Brookdale Hospital Medical Center,Kings,Metropolitan Area Regional Office,New York City,One Brooklyn Health System,3347,0,3336,1481,0,0,2065
02/28/2023,001320,University Hospital of Brooklyn,Kings,Metropolitan Area Regional Office,New York City,Independent,2856,0,2826,1950,2,2,2049
02/28/2023,001437,New York-Presbyterian/Lower Manhattan Hospital,New York,Metropolitan Area Regional Office,New York City,New York-Presbyterian Healthcare System,1365,6,1311,1025,2,1,1033
02/28/2023,001153,Wyoming County Community Hospital,Wyoming,Western Regional Office,Finger Lakes,Independent,632,12,620,508,0,0,376
02/28/2023,000628,UPSTATE University Hospital at Community General,Onondaga,Central New York Regional Office,Central New York,Independent,1508,0,1507,1213,6,6,1400
02/28/2023,001176,SBH Health System,Bronx,Metropolitan Area Regional Office,New York City,Independent,3269,0,3269,1812,3,3,2716
02/28/2023,001315,Kingsbrook Jewish Medical Center,Kings,Metropolitan Area Regional Office,New York City,One Brooklyn Health System,763,11,748,459,0,0,300
02/28/2023,001139,Westchester Medical Center,Westchester,Metropolitan Area Regional Office,Mid-Hudson,Westchester Medical Center Health Network,6342,0,6327,4854,21,12,3809
02/28/2023,001172,Lincoln Medical and Mental Health Center,Bronx,Metropolitan Area Regional Office,New York City,NYC H+H,4881,85,4460,1457,4,3,3583
02/28/2023,000708,Bon Secours Community Hospital,Orange,Metropolitan Area Regional Office,Mid-Hudson,Westchester Medical Center Health Network,598,0,595,285,4,4,346
02/28/2023,000718,Medina Memorial Hospital,Orleans,Western Regional Office,Finger Lakes,Independent,206,0,203,145,0,0,102
02/28/2023,000968,Catskill Regional Medical Center - G. Hermann Site,Sullivan,Metropolitan Area Regional Office,Mid-Hudson,Garnet Health -formerly Greater Hudson Valley Health System,40,0,40,27,1,0,29
02/28/2023,001002,Ellenville Regional Hospital,Ulster,Metropolitan Area Regional Office,Mid-Hudson,Independent,336,0,335,178,0,0,218
02/28/2023,001005,Glens Falls Hospital,Warren,Capital District Regional Office,Capital Region,Independent,2819,7,2803,2272,11,6,1833
02/28/2023,000552,Plainview Hospital,Nassau,Metropolitan Area Regional Office,Long Island,Northwell Health,1093,2,1090,851,1,0,646
02/28/2023,000511,NYU Winthrop Hospital,Nassau,Metropolitan Area Regional Office,Long Island,NYU Langone Health,9953,19,9913,8047,13,16,6480
02/28/2023,000528,Nassau University Medical Center,Nassau,Metropolitan Area Regional Office,Long Island,Independent,4017,0,4007,1120,0,0,2768
02/28/2023,000267,Kenmore Mercy Hospital,Erie,Western Regional Office,Western New York,"Catholic Health, Buffalo",1333,2,1323,719,6,5,1065
02/28/2023,000292,Sisters of Charity Hospital - St. Joseph Campus,Erie,Western Regional Office,Western New York,"Catholic Health, Buffalo",420,0,418,266,0,0,324
02/28/2023,000146,Columbia Memorial Hospital,Columbia,Capital District Regional Office,Capital Region,Albany Medical Center,1624,0,1621,1265,9,5,1368
02/28/2023,000280,Bertrand Chaffee Hospital,Erie,Western Regional Office,Western New York,Independent,354,0,353,263,0,0,198
02/28/2023,000309,The University of Vermont Health Network-Elizabethtown Community Hospital Moses Ludington,Essex,Capital District Regional Office,North Country,The University of Vermont Health Network Elizabeth,83,0,83,81,0,0,60
02/28/2023,000325,The University of Vermont Health Network - Alice Hyde Medical Center,Franklin,Capital District Regional Office,North Country,University of Vermont Health Network,1217,2,1211,717,0,0,473
02/28/2023,000377,"River Hospital, Inc.",Jefferson,Central New York Regional Office,North Country,Independent,254,0,254,196,0,0,191
02/28/2023,000891,University Hospital - Stony Brook Eastern Long Island Hospital,Suffolk,Metropolitan Area Regional Office,Long Island,Stony Brook Medicine,511,0,511,437,1,1,373
02/21/2023,000804,"Massena Hospital, Inc.",St. Lawrence,Central New York Regional Office,North Country,St. Lawrence Health System,337,0,336,335,0,0,217
02/21/2023,001061,Montefiore Mount Vernon Hospital,Westchester,Metropolitan Area Regional Office,Mid-Hudson,Montefiore Healthcare System,497,0,484,348,0,0,352
02/21/2023,001098,St. Joseph's Medical Center,Westchester,Metropolitan Area Regional Office,Mid-Hudson,Independent,974,0,966,704,0,0,656
02/21/2023,001139,Westchester Medical Center,Westchester,Metropolitan Area Regional Office,Mid-Hudson,Westchester Medical Center Health Network,6342,0,6327,4854,11,6,3809
02/21/2023,000971,Catskill Regional Medical Center,Sullivan,Metropolitan Area Regional Office,Mid-Hudson,Garnet Health -formerly Greater Hudson Valley Health System,574,0,574,402,0,0,459
02/21/2023,000989,HealthAlliance Hospital Broadway Campus,Ulster,Metropolitan Area Regional Office,Mid-Hudson,Westchester Medical Center Health Network,1029,0,1021,844,26,15,720
02/21/2023,000574,Niagara Falls Memorial Medical Center,Niagara,Western Regional Office,Western New York,Independent,1098,0,1096,849,2,2,730
02/21/2023,000671,Geneva General Hospital,Ontario,Western Regional Office,Finger Lakes,Finger Lakes Health,692,0,692,586,0,0,602
02/21/2023,000676,Clifton Springs Hospital and Clinic,Ontario,Western Regional Office,Finger Lakes,Rochester Regional Health System,645,0,643,453,0,0,520
02/21/2023,000413,Strong Memorial Hospital,Monroe,Western Regional Office,Finger Lakes,University of Rochester Medical Center,20327,6,20229,15887,125,93,15669
02/21/2023,000518,Long Island Jewish Valley Stream,Nassau,Metropolitan Area Regional Office,Long Island,Northwell Health,1164,0,1162,797,1,1,660
02/21/2023,000552,Plainview Hospital,Nassau,Metropolitan Area Regional Office,Long Island,Northwell Health,1089,0,1088,851,1,0,644
02/21/2023,000325,The University of Vermont Health Network - Alice Hyde Medical Center,Franklin,Capital District Regional Office,North Country,University of Vermont Health Network,1217,0,1213,717,0,0,473
02/21/2023,000330,Nathan Littauer Hospital,Fulton,Capital District Regional Office,Mohawk Valley,Independent,1095,1,1082,562,5,4,706
02/21/2023,000340,United Memorial Medical Center Bank Street Campus,Genesee,Western Regional Office,Finger Lakes,Rochester Regional Health System,82,0,82,53,0,0,68
02/21/2023,000409,Highland Hospital,Monroe,Western Regional Office,Finger Lakes,University of Rochester Medical Center,3210,4,3193,2290,26,13,2070
02/21/2023,000213,Mercy Hospital of Buffalo,Erie,Western Regional Office,Western New York,"Catholic Health, Buffalo",2620,4,2593,1356,13,10,2113
02/21/2023,000245,University Hospital,Suffolk,Metropolitan Area Regional Office,Long Island,Stony Brook Medicine,10578,75,10187,7209,25,14,5870
02/21/2023,000001,Albany Medical Center Hospital,Albany,Capital District Regional Office,Capital Region,Albany Medical Center,11262,41,10789,1849,33,17,6356
02/21/2023,000309,The University of Vermont Health Network-Elizabethtown Community Hospital Moses Ludington,Essex,Capital District Regional Office,North Country,The University of Vermont Health Network Elizabeth,83,0,83,81,0,0,60
02/21/2023,000339,United Memorial Medical Center North Street Campus,Genesee,Western Regional Office,Finger Lakes,Rochester Regional Health System,782,0,779,530,0,0,560
02/21/2023,000393,Nicholas H. Noyes Memorial Hospital,Livingston,Western Regional Office,Finger Lakes,University of Rochester Medical Center,509,0,509,393,0,0,509
02/21/2023,000135,The University of Vermont Health Network - Champlain Valley Physicians Hospital,Clinton,Capital District Regional Office,North Country,University of Vermont Health Network,2055,2,2043,1692,21,31,1754
02/21/2023,000146,Columbia Memorial Hospital,Columbia,Capital District Regional Office,Capital Region,Albany Medical Center,1637,0,1634,1275,6,3,1379
02/21/2023,000924,Southside Hospital,Suffolk,Metropolitan Area Regional Office,Long Island,Northwell Health,2604,9,2584,1711,2,0,1729
